,university,career,inscription_date,first_name,last_name,gender,birth_date,age,location,email,postal_code
1661,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-10,nan,jeffrey lewis,male,1945-06-19,77,gorchs,irodriguez@hotmail.com,7226
1662,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-08,nan,shannon ramos,female,1933-10-25,88,la gama,cynthiaroberts@gmail.com,2615
1663,universidad tecnológica nacional,licenciatura en sociología ,2020-11-02,nan,robert taylor,male,1955-09-20,66,alejandra,rebeccaflores@yahoo.com,3051
1664,universidad tecnológica nacional,licenciatura en sociología ,2021-01-04,nan,hannah harris,female,1987-02-14,35,campo crisol,cordovaglen@hotmail.com,2754
1665,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-12,nan,brett keller,male,1999-07-28,23,colonia avellaneda,mhudson@gmail.com,3107
1666,universidad tecnológica nacional,actuario ,2020-09-28,nan,emma hughes,female,2009-07-05,13,acevedo,hallcourtney@yahoo.com,2717
1667,universidad tecnológica nacional,farmacia,2021-01-28,nan,charles krueger,male,2001-10-17,20,colonia gobernador ayala,jacksontimothy@hotmail.com,8307
1668,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-20,nan,judy casey,female,1966-01-07,56,el retiro,barnesmichael@hotmail.com,2741
1669,universidad tecnológica nacional,diseño industrial,2020-12-08,nan,john thompson,male,1972-07-20,50,abra del tafi,eadams@hotmail.com,4105
1670,universidad tecnológica nacional,licenciatura en psicología,2020-11-22,nan,ms. ashley coleman,female,1958-06-18,64,hospital necochea,jenniferleon@yahoo.com,7630
1671,universidad tecnológica nacional,arquitectura,2020-12-10,nan,lisa wilkerson,female,1976-02-08,46,martin coronado,nwilliams@hotmail.com,1682
1672,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-13,nan,ashley coffey,female,1915-08-14,107,anta,stephen89@yahoo.com,4434
1673,universidad tecnológica nacional,diseño industrial,2021-01-13,nan,samuel walker,male,2020-01-17,2,chovet,jessicawise@yahoo.com,2633
1674,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-24,nan,jordan beltran,male,1964-08-23,58,juan maria gutierrez,lisa05@gmail.com,1890
1675,universidad tecnológica nacional,actuario ,2020-09-29,nan,steven hawkins,male,1990-11-01,31,acassuso,piercecalvin@gmail.com,1640
1676,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-27,nan,timothy mitchell,male,1938-06-02,84,empalme frontera,manuel22@hotmail.com,5553
1677,universidad tecnológica nacional,medicina,2020-12-12,nan,nicole brown,female,1952-05-06,70,kilometro 125,stonemichelle@gmail.com,6600
1678,universidad tecnológica nacional,medicina,2020-12-21,nan,megan jenkins,female,1920-04-28,102,aguada grande,jeffery42@yahoo.com,9053
1679,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-13,nan,kerry smith,male,1973-07-03,49,alagon,herbertmcneil@gmail.com,6463
1680,universidad tecnológica nacional,medicina,2021-01-07,nan,rachel ross,female,1921-02-07,101,aparzo,garciaveronica@hotmail.com,4630
1681,universidad tecnológica nacional,diseño industrial,2020-09-08,nan,elizabeth smith,female,2006-05-31,16,abra,wallacelarry@yahoo.com,3414
1682,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-23,nan,shane henderson,male,1945-02-06,77,anguinan,sethgould@yahoo.com,5363
1683,universidad tecnológica nacional,agronomía,2021-01-24,nan,donald taylor,male,2011-04-10,11,villa saboya,silvacolton@hotmail.com,6101
1684,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-22,nan,melissa barker,female,1954-06-19,68,crotto,rebeccasanchez@yahoo.com,7307
1685,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-05,nan,linda oliver,female,1951-07-10,71,nelson,ramirezeric@gmail.com,3032
1686,universidad tecnológica nacional,contador público ,2020-12-02,nan,madeline hunter,female,2021-06-18,1,arrascaeta,spencerevans@yahoo.com,3046
1687,universidad tecnológica nacional,ciencias veterinarias,2021-01-10,nan,riley dodson,male,1923-02-09,99,bella vista,dstanton@gmail.com,1661
1688,universidad tecnológica nacional,licenciatura en administración ,2020-11-09,nan,patricia lopez,female,1937-03-23,85,lomas del rio lujan,vpowell@yahoo.com,2802
1689,universidad tecnológica nacional,técnico para bioterios ,2020-12-21,nan,alexander ross,male,1981-03-17,41,villa de mayo,langjames@gmail.com,1614
1690,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-19,nan,gloria cooper,female,2013-09-17,8,comodoro rivadavia,joycebyrd@gmail.com,9000
1691,universidad tecnológica nacional,bioquímica,2020-09-12,nan,emily sampson,female,1954-10-11,67,correntoso,victoria68@hotmail.com,8407
1692,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-19,nan,stephen garcia,male,1935-09-01,87,colonia matilde,xsmith@yahoo.com,3013
1693,universidad tecnológica nacional,licenciatura en administración ,2020-09-29,nan,terri goodwin,female,1980-08-18,42,barrio la luisa,roger79@yahoo.com,7400
1694,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-13,nan,emily ware,female,1970-09-14,51,aparicio cue,wilsonnancy@hotmail.com,3322
1695,universidad tecnológica nacional,bioquímica,2020-09-17,nan,kristine hernandez,female,1910-02-06,112,30 de agosto,georgerobles@yahoo.com,6405
1696,universidad tecnológica nacional,medicina,2020-12-22,nan,john dawson,male,1967-09-28,54,calilegua,kennedyscott@yahoo.com,4514
1697,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-09,nan,patricia owens,female,1908-10-10,113,cuartel v,hodgejoshua@yahoo.com,1744
1698,universidad tecnológica nacional,ingeniería mecánica,2020-10-17,nan,taylor gallagher,female,1911-03-19,111,armstrong,jeffrey34@gmail.com,2508
1699,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-21,nan,elizabeth knight,female,2020-04-07,2,cuesta del ternero,kennedykelly@gmail.com,9210
1700,universidad tecnológica nacional,arquitectura,2020-09-29,nan,kevin burgess,male,1967-07-14,55,manuel ocampo,greenpatrick@yahoo.com,2713
1701,universidad tecnológica nacional,medicina,2020-11-12,nan,frank luna,male,2009-02-28,13,barrancas,robert45@yahoo.com,2246
1702,universidad tecnológica nacional,medicina,2020-09-22,nan,daisy schneider,female,1982-08-26,40,ingeniero balbin,whenry@yahoo.com,6051
1703,universidad tecnológica nacional,ingeniería mecánica,2020-09-29,nan,benjamin norman,male,1927-02-20,95,colonia belgrano,heathergill@yahoo.com,2257
1704,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-21,nan,victoria krueger,female,1948-10-24,73,arbol verde,justin80@gmail.com,5715
1705,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-17,nan,kimberly meyers,female,1907-07-06,115,el pimpollo,timothymyers@gmail.com,5717
1706,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021-01-04,nan,derrick jenkins,male,1949-09-01,73,villa dominico,frank72@gmail.com,1874
1707,universidad tecnológica nacional,actuario ,2020-12-18,nan,dr. ryan skinner,male,1964-03-03,58,aguirre cue,shaunmiles@hotmail.com,3403
1708,universidad tecnológica nacional,ingeniería en informática,2020-12-29,nan,mr. christopher williams,male,1917-12-12,104,campo sabate,rosariorenee@yahoo.com,7245
1709,universidad tecnológica nacional,licenciatura en administración ,2021-01-16,nan,thomas reed,male,2004-02-16,18,condarco,fward@hotmail.com,6233
1710,universidad tecnológica nacional,licenciatura en psicología,2021-01-28,nan,kristin smith,female,1967-05-14,55,baños lunlunta,esandoval@hotmail.com,5507
1711,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-07,nan,robert cain,male,1931-04-08,91,aguada san roque,herrerajesse@yahoo.com,8305
1712,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-25,nan,angela green,female,1983-08-15,39,escuela agricola don bosco,mcmahonkimberly@yahoo.com,1815
1713,universidad tecnológica nacional,medicina,2021-01-27,nan,amanda allen,female,1935-09-14,86,kilometro 374,floydvincent@yahoo.com,3446
1714,universidad tecnológica nacional,agronomía,2020-09-10,nan,ashley martinez,female,1960-08-04,62,acasape,michellelewis@hotmail.com,5722
1715,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-16,nan,jonathan jacobs,male,1910-02-08,112,estacion saladas,estephens@yahoo.com,3428
1716,universidad tecnológica nacional,ingeniería mecánica,2021-02-01,nan,allison fischer,female,2000-06-11,22,las quintas,nwhite@gmail.com,2200
1717,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-25,nan,amber mcbride,female,1933-04-10,89,bañado norte,matthewvincent@hotmail.com,3400
1718,universidad tecnológica nacional,farmacia,2020-11-29,nan,laura dawson,female,1959-07-06,63,benitez,tpetty@gmail.com,6632
1719,universidad tecnológica nacional,diseño industrial,2020-10-27,nan,marcus houston,male,1924-11-29,97,agua amarilla la hoyada,jennifer61@hotmail.com,4139
1720,universidad tecnológica nacional,ingeniería mecánica,2020-11-06,nan,debbie bell,female,1968-01-27,54,campo yaguarete,cookjohn@gmail.com,3586
1721,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-13,nan,stacey jenkins,female,1909-11-29,112,longchamps,bduncan@yahoo.com,1854
1722,universidad tecnológica nacional,ingeniería en informática,2020-11-16,nan,catherine norris,female,1990-05-25,32,estrada,steverodriguez@hotmail.com,2409
1723,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,nan,christopher castaneda,male,1910-05-17,112,sierra de la ventana,fmcgee@yahoo.com,8168
1724,universidad tecnológica nacional,ciencias veterinarias,2021-01-19,nan,eric jones,male,1939-11-07,82,bagual,nicholas52@gmail.com,6216
1725,universidad tecnológica nacional,bioquímica,2020-12-23,nan,steven mills,male,1939-07-25,83,aguada de las tejas,achan@hotmail.com,9121
1726,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-28,nan,matthew bennett,male,1986-05-31,36,aeropuerto ezeiza,tanderson@gmail.com,1802
1727,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-28,nan,paul miller,male,1962-05-19,60,dique toma,elizabeth52@hotmail.com,5407
1728,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-09,nan,william brooks,male,1957-10-02,64,la porteña,brendan63@yahoo.com,7241
1729,universidad tecnológica nacional,ingeniería electrónica,2020-12-28,nan,david herman,male,1908-02-01,114,colonia roca,michael59@gmail.com,3327
1730,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-16,nan,mark wright,male,1956-04-10,66,cañada de gomez,brandonsmith@yahoo.com,2500
1731,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-12-13,nan,andrew robbins,male,1921-07-24,101,17 de agosto,esullivan@yahoo.com,3338
1732,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-03,nan,daniel palmer,male,1911-11-06,110,benito juarez,craigjackson@gmail.com,7020
1733,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021-01-09,nan,alice fitzgerald,female,1923-10-07,98,firmat,xkelly@hotmail.com,2630
1734,universidad tecnológica nacional,licenciatura en administración ,2020-10-14,nan,kimberly rivera,female,1936-11-04,85,antonio tomas,matthew90@hotmail.com,3125
1735,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-20,nan,madison sims,female,1972-01-06,50,colonia bella italia,isaac95@gmail.com,2300
1736,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-20,nan,sara andrews,female,1942-06-08,80,balneario oceano,anthonydoyle@hotmail.com,7511
1737,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-26,nan,samuel greer,male,1915-03-18,107,caimancito,tonyamora@hotmail.com,4516
1738,universidad tecnológica nacional,licenciatura en sociología ,2021-01-18,nan,laura bennett,female,1942-08-05,80,colonia bella italia,choichristine@gmail.com,2300
1739,universidad tecnológica nacional,ingeniería en informática,2021-01-13,nan,dana thomas,female,1971-10-21,50,valle de las leñas,stephen32@yahoo.com,5612
1740,universidad tecnológica nacional,ciencias veterinarias,2020-10-29,nan,ms. jill li md,female,1911-08-09,111,comandante nicanor otamendi,vwood@yahoo.com,7603
1741,universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-17,nan,chase reed,male,1980-07-31,42,guillermo e hudson,wtyler@gmail.com,1885
1742,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-03,nan,michael smith,male,1979-02-20,43,costa del este,davisandrea@yahoo.com,7108
1743,universidad tecnológica nacional,ingeniería mecánica,2020-11-21,nan,bruce colon,male,1997-02-19,25,arteaga,ijoseph@yahoo.com,2187
1744,universidad tecnológica nacional,diseño industrial,2021-01-10,nan,valerie garcia,female,1956-12-15,65,san isidro,linda96@gmail.com,1642
1745,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-25,nan,joseph carroll,male,1991-12-12,30,albardon,ctaylor@yahoo.com,2840
1746,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-21,nan,james simpson,male,1928-06-25,94,almirante solier,mfigueroa@hotmail.com,8109
1747,universidad tecnológica nacional,bioquímica,2020-10-02,nan,ashley salas,female,2011-07-03,11,cura malal,michelle25@yahoo.com,7548
1748,universidad tecnológica nacional,bioquímica,2020-12-01,nan,russell houston,male,1949-09-05,72,colonia cello,maryadams@yahoo.com,2405
1749,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-22,nan,derrick thornton,male,1959-10-01,62,abramo,tmcgee@yahoo.com,8212
1750,universidad tecnológica nacional,licenciatura en sociología ,2021-01-13,nan,cindy chavez,female,1963-05-11,59,buena nueva,krystal92@gmail.com,5523
1751,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-23,nan,eric shields,male,1930-11-26,91,colonia morgan,qknight@hotmail.com,2609
1752,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-11-23,nan,michael curtis,male,1967-04-24,55,d orbigny,emilywatson@yahoo.com,7541
1753,universidad tecnológica nacional,licenciatura en sociología ,2020-09-10,nan,shannon thomas,female,2014-07-19,8,arroyo de la ventana,sean51@yahoo.com,8521
1754,universidad tecnológica nacional,actuario ,2020-09-10,nan,james willis,male,1923-06-20,99,asuncion maria,pgriffin@yahoo.com,3040
1755,universidad tecnológica nacional,licenciatura en psicología,2020-12-28,nan,robert jones,male,1956-10-15,65,capdepont,xmcdonald@hotmail.com,6612
1756,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-28,nan,michael medina,male,1996-09-08,25,ricardo rojas,lawrencestacy@gmail.com,1618
1757,universidad tecnológica nacional,licenciatura en psicología,2021-02-01,nan,andrea cunningham,female,2007-10-26,14,calchaqui,davidwhite@gmail.com,3050
1758,universidad tecnológica nacional,ciencias veterinarias,2021-01-01,nan,thomas johnson,male,1913-11-21,108,florida,luistucker@hotmail.com,1602
1759,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-09-11,nan,james stevens,male,1937-02-21,85,el jupiter,jennifer78@yahoo.com,2916
1760,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-03,nan,derek johnson,male,2005-02-24,17,6 de septiembre,tammy55@yahoo.com,5703
1761,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-31,nan,allison stone,female,1979-10-23,42,el carmen,hendersonkathleen@gmail.com,4128
1762,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-28,nan,holly baker,female,1938-08-23,84,8 de diciembre,logantracy@hotmail.com,3450
1763,universidad tecnológica nacional,ingeniería en informática,2021-02-01,nan,jennifer taylor,female,1959-03-02,63,carlos spegazzini,jonathanbright@hotmail.com,1812
1764,universidad tecnológica nacional,licenciatura en artes,2021-01-28,nan,carla atkinson,female,1945-02-26,77,campo monte la viruela,tbryan@hotmail.com,3551
